"score","medication","name"
100,"Metoprolol Succinate 200 MG Oral Tablet Extended Release 24 Hour","24 HR metoprolol succinate 200 MG Extended Release Oral Tablet"
100,"Metoprolol Succinate 25 MG Oral Tablet Extended Release 24 Hour","24 HR metoprolol succinate 25 MG Extended Release Oral Tablet"
100,"Metoprolol Succinate 50 MG Oral Tablet Extended Release 24 Hour","24 HR metoprolol succinate 50 MG Extended Release Oral Tablet"
100,"Metoprolol Tartrate 100 MG Oral Tablet","Metoprolol Tartrate 100 MG Oral Tablet"
100,"Metoprolol Tartrate 25 MG Oral Tablet","Metoprolol Tartrate 25 MG Oral Tablet"
100,"Metoprolol Tartrate 50 MG Oral Tablet","Metoprolol Tartrate 50 MG Oral Tablet"
100,"MetroNIDAZOLE 0.75 % Vaginal Gel","Metronidazole 0.0075 MG/MG Vaginal Gel"
100,"MetroNIDAZOLE 250 MG Oral Tablet","Metronidazole 250 MG Oral Tablet"
100,"MetroNIDAZOLE 500 MG Oral Tablet","Metronidazole 500 MG Oral Tablet"
100,"Micardis 20 MG Oral Tablet","telmisartan 20 MG Oral Tablet [Micardis]"
100,"Micardis 40 MG Oral Tablet","telmisartan 40 MG Oral Tablet [Micardis]"
100,"Micardis 80 MG Oral Tablet","telmisartan 80 MG Oral Tablet [Micardis]"
100,"Miconazole 3 200 MG Vaginal Suppository","{1 (9000 MG) (Miconazole Nitrate 20 MG/ML Vaginal Cream) / 3 (Miconazole Nitrate 200 MG Vaginal Suppository) } Pack"
100,"Miconazole Nitrate 100 MG Vaginal Suppository","Miconazole Nitrate 100 MG Vaginal Suppository"
100,"Microgestin 1/20 1-20 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) } Pack [Microgestin 1/20 21 Day]"
100,"Microgestin FE 1/20 1-20 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.02 MG / norethindrone acetate 1 MG Oral Tablet) / 7 (Ferrous fumarate 75 MG Oral Tablet) } Pack [Microgestin Fe 1/20 28 Day]"
100,"Midodrine HCl 5 MG Oral Tablet","midodrine hydrochloride 5 MG Oral Tablet"
100,"Minocin 100 MG Oral Capsule","Minocycline 100 MG Oral Capsule [Minocin]"
100,"Minocycline HCl 100 MG Oral Capsule","Minocycline 100 MG Oral Capsule"
100,"Minocycline HCl 100 MG Oral Tablet","Minocycline 100 MG Oral Tablet"
100,"Minocycline HCl 50 MG Oral Capsule","Minocycline 50 MG Oral Capsule"
100,"Minoxidil 10 MG Oral Tablet","Minoxidil 10 MG Oral Tablet"
100,"Minoxidil 2.5 MG Oral Tablet","Minoxidil 2.5 MG Oral Tablet"
100,"Mirapex 0.125 MG Oral Tablet","Pramipexole dihydrochloride 0.125 MG Oral Tablet [Mirapex]"
100,"Mirapex 0.25 MG Oral Tablet","Pramipexole dihydrochloride 0.25 MG Oral Tablet [Mirapex]"
100,"Mirapex 1 MG Oral Tablet","Pramipexole dihydrochloride 1 MG Oral Tablet [Mirapex]"
100,"Mirapex ER 0.375 MG Oral Tablet Extended Release 24 Hour","24 HR Pramipexole dihydrochloride 0.375 MG Extended Release Oral Tablet [Mirapex]"
100,"Mirapex ER 0.75 MG Oral Tablet Extended Release 24 Hour","24 HR Pramipexole dihydrochloride 0.75 MG Extended Release Oral Tablet [Mirapex]"
100,"Mirapex ER 1.5 MG Oral Tablet Extended Release 24 Hour","24 HR Pramipexole dihydrochloride 1.5 MG Extended Release Oral Tablet [Mirapex]"
100,"Mirapex ER 3 MG Oral Tablet Extended Release 24 Hour","24 HR Pramipexole dihydrochloride 3 MG Extended Release Oral Tablet [Mirapex]"
100,"Mirtazapine 15 MG Oral Tablet","Mirtazapine 15 MG Oral Tablet"
100,"Mirtazapine 30 MG Oral Tablet","Mirtazapine 30 MG Oral Tablet"
100,"Mirtazapine 45 MG Oral Tablet","Mirtazapine 45 MG Oral Tablet"
100,"Mirtazapine 7.5 MG Oral Tablet","Mirtazapine 7.5 MG Oral Tablet"
100,"Misoprostol 100 MCG Oral Tablet","Misoprostol 0.1 MG Oral Tablet"
100,"Misoprostol 200 MCG Oral Tablet","Misoprostol 0.2 MG Oral Tablet"
100,"MonoNessa 0.25-35 MG-MCG Oral Tablet","{21 (Ethinyl Estradiol 0.035 MG / norgestimate 0.25 MG Oral Tablet) / 7 (Inert Ingredients 1 MG Oral Tablet) } Pack [MonoNessa 28 Day]"
100,"Morphine Sulfate 15 MG Oral Tablet","Morphine Sulfate 15 MG Oral Tablet"
100,"Motrin 40 MG/ML Oral Suspension","Ibuprofen 40 MG/ML Oral Suspension [Motrin]"
100,"Motrin IB 200 MG Oral Tablet","Ibuprofen 200 MG Oral Tablet [Motrin]"
100,"Mucinex 600 MG Oral Tablet Extended Release 12 Hour","12 HR Guaifenesin 600 MG Extended Release Oral Tablet [Mucinex]"
100,"Multaq 400 MG Oral Tablet","dronedarone 400 MG Oral Tablet [Multaq]"
100,"Mycophenolate Mofetil 250 MG Oral Capsule","mycophenolate mofetil 250 MG Oral Capsule"
100,"Mycophenolate Mofetil 500 MG Oral Tablet","mycophenolate mofetil 500 MG Oral Tablet"
100,"Myfortic 180 MG Oral Tablet Delayed Release","Mycophenolic Acid 180 MG Delayed Release Oral Tablet [Myfortic]"
100,"Nabumetone 500 MG Oral Tablet","nabumetone 500 MG Oral Tablet"
100,"Nabumetone 750 MG Oral Tablet","nabumetone 750 MG Oral Tablet"
100,"Nadolol 40 MG Oral Tablet","Nadolol 40 MG Oral Tablet"
100,"Nadolol 80 MG Oral Tablet","Nadolol 80 MG Oral Tablet"
100,"Namenda 10 MG Oral Tablet","Memantine hydrochloride 10 MG Oral Tablet [Namenda]"
100,"Namenda 5 MG Oral Tablet","Memantine hydrochloride 5 MG Oral Tablet [Namenda]"
100,"Naphcon-A 0.025-0.3 % Ophthalmic Solution","Naphazoline Hydrochloride 0.25 MG/ML / Pheniramine Maleate 3 MG/ML Ophthalmic Solution [Naphcon A]"
100,"Naproxen 125 MG/5ML Oral Suspension","Naproxen 25 MG/ML Oral Suspension"
100,"Naproxen 250 MG Oral Tablet","Naproxen 250 MG Oral Tablet"
100,"Naproxen 375 MG Oral Tablet","Naproxen 375 MG Oral Tablet"
100,"Naproxen 500 MG Oral Tablet","Naproxen 500 MG Oral Tablet"
100,"Naproxen Sodium 220 MG Oral Tablet","Naproxen sodium 220 MG Oral Tablet"
100,"Naproxen Sodium 550 MG Oral Tablet","Naproxen sodium 550 MG Oral Tablet"
100,"Naratriptan HCl 2.5 MG Oral Tablet","naratriptan 2.5 MG Oral Tablet"
100,"Nateglinide 120 MG Oral Tablet","nateglinide 120 MG Oral Tablet"
100,"Nateglinide 60 MG Oral Tablet","nateglinide 60 MG Oral Tablet"
100,"Neoral 100 MG Oral Capsule","cyclosporine, modified 100 MG Oral Capsule [Neoral]"
100,"Neoral 25 MG Oral Capsule","cyclosporine, modified 25 MG Oral Capsule [Neoral]"
100,"Neurontin 800 MG Oral Tablet","gabapentin 800 MG Oral Tablet [Neurontin]"
100,"NexAVAR 200 MG Oral Tablet","sorafenib 200 MG Oral Tablet [Nexavar]"
100,"NexIUM 20 MG Oral Capsule Delayed Release","Esomeprazole 20 MG Delayed Release Oral Capsule [Nexium]"
100,"NexIUM 40 MG Oral Capsule Delayed Release","Esomeprazole 40 MG Delayed Release Oral Capsule [Nexium]"
100,"Niacin 250 MG Oral Tablet","Niacin 250 MG Oral Tablet"
100,"Niacin 500 MG Oral Tablet","Niacin 500 MG Oral Tablet"
100,"Niaspan 500 MG Oral Tablet Extended Release","Niacin 500 MG Extended Release Oral Tablet [Niaspan]"
100,"Niaspan 750 MG Oral Tablet Extended Release","Niacin 750 MG Extended Release Oral Tablet [Niaspan]"
100,"Nicotine 14 MG/24HR Transdermal Patch 24 Hour","24 HR Nicotine 0.583 MG/HR Transdermal Patch"
100,"Nicotine 21 MG/24HR Transdermal Patch 24 Hour","24 HR Nicotine 0.875 MG/HR Transdermal Patch"
100,"Nicotine 7 MG/24HR Transdermal Patch 24 Hour","24 HR Nicotine 0.292 MG/HR Transdermal Patch"
100,"Nifediac CC 30 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifediac]"
100,"Nifediac CC 90 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 90 MG Extended Release Oral Tablet [Nifediac]"
100,"Nifedical XL 30 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 30 MG Extended Release Oral Tablet [Nifedical]"
100,"Nifedical XL 60 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 60 MG Extended Release Oral Tablet [Nifedical]"
100,"NIFEdipine 30 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 30 MG Extended Release Oral Tablet"
100,"NIFEdipine 60 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 60 MG Extended Release Oral Tablet"
100,"NIFEdipine 90 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 90 MG Extended Release Oral Tablet"
100,"Nitrofurantoin Macrocrystal 100 MG Oral Capsule","Nitrofurantoin 100 MG Oral Capsule"
100,"Nitrofurantoin Macrocrystal 50 MG Oral Capsule","Nitrofurantoin 50 MG Oral Capsule"
100,"Nitroglycerin 0.1 MG/HR Transdermal Patch 24 Hour","24 HR Nitroglycerin 0.1 MG/HR Transdermal Patch"
100,"Nitroglycerin 0.4 MG/HR Transdermal Patch 24 Hour","24 HR Nitroglycerin 0.4 MG/HR Transdermal Patch"
100,"Nizatidine 15 MG/ML Oral Solution","Nizatidine 15 MG/ML Oral Solution"
100,"Nizatidine 150 MG Oral Capsule","Nizatidine 150 MG Oral Capsule"
100,"Norgestrel-Ethinyl Estradiol 0.3-30 MG-MCG Oral Tablet","Ethinyl Estradiol 0.03 MG / Norgestrel 0.3 MG Oral Tablet"
100,"Nortriptyline HCl 10 MG Oral Capsule","Nortriptyline 10 MG Oral Capsule"
100,"Nortriptyline HCl 25 MG Oral Capsule","Nortriptyline 25 MG Oral Capsule"
100,"Nortriptyline HCl 50 MG Oral Capsule","Nortriptyline 50 MG Oral Capsule"
100,"Norvasc 10 MG Oral Tablet","Amlodipine 10 MG Oral Tablet [Norvasc]"
100,"Norvasc 5 MG Oral Tablet","Amlodipine 5 MG Oral Tablet [Norvasc]"
100,"Norvir 100 MG Oral Capsule","Ritonavir 100 MG Oral Capsule [Norvir]"
100,"Norvir 100 MG Oral Tablet","Ritonavir 100 MG Oral Tablet [Norvir]"
100,"NovoLIN R 100 UNIT/ML Injection Solution","Regular Insulin, Human 100 UNT/ML Injectable Solution [Novolin R]"
100,"NovoLOG 100 UNIT/ML Subcutaneous Solution","Insulin, Aspart, Human 100 UNT/ML Injectable Solution [NovoLog]"
100,"NovoLOG FlexPen 100 UNIT/ML Subcutaneous Solution","3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoLog]"
100,"NovoLOG PenFill 100 UNIT/ML Subcutaneous Solution","3 ML Insulin, Aspart, Human 100 UNT/ML Prefilled Syringe [NovoLog]"
100,"NPH Insulin","insulin, isophane"
100,"Nutropin AQ NuSpin 20 20 MG/2ML Subcutaneous Solution","2 ML Somatropin 10 MG/ML Prefilled Syringe [Nutropin]"
100,"Nuvigil 150 MG Oral Tablet","armodafinil 150 MG Oral Tablet [Nuvigil]"
100,"Nuvigil 250 MG Oral Tablet","armodafinil 250 MG Oral Tablet [Nuvigil]"
100,"Ofloxacin 0.3 % Ophthalmic Solution","Ofloxacin 3 MG/ML Ophthalmic Solution"
100,"Ofloxacin 0.3 % Otic Solution","Ofloxacin 3 MG/ML Otic Solution"
100,"Omega 3 1000 MG Oral Capsule","docosahexaenoic acid 200 MG / Eicosapentaenoic Acid 300 MG / Vitamin E 1 UNT Oral Capsule"
100,"Omeprazole 10 MG Oral Capsule Delayed Release","Omeprazole 10 MG Delayed Release Oral Capsule"
100,"Omeprazole 20 MG Oral Capsule Delayed Release","Omeprazole 20 MG Delayed Release Oral Capsule"
100,"Omeprazole 20 MG Oral Tablet Delayed Release","Omeprazole 20 MG Delayed Release Oral Tablet"
100,"Omeprazole 40 MG Oral Capsule Delayed Release","Omeprazole 40 MG Delayed Release Oral Capsule"
100,"Omeprazole-Sodium Bicarbonate 40-1100 MG Oral Capsule","Omeprazole 40 MG / Sodium Bicarbonate 1100 MG Oral Capsule"
100,"Ondansetron HCl 4 MG Oral Tablet","Ondansetron 4 MG Oral Tablet"
100,"Ondansetron HCl 8 MG Oral Tablet","Ondansetron 8 MG Oral Tablet"
100,"Onglyza 2.5 MG Oral Tablet","saxagliptin 2.5 MG Oral Tablet [Onglyza]"
100,"Onglyza 5 MG Oral Tablet","saxagliptin 5 MG Oral Tablet [Onglyza]"
100,"Opana 5 MG Oral Tablet","Oxymorphone Hydrochloride 5 MG Oral Tablet [Opana]"
100,"Opana ER 20 MG Oral Tablet Extended Release 12 Hour","12 HR Oxymorphone Hydrochloride 20 MG Extended Release Oral Tablet [Opana]"
100,"Opana ER 40 MG Oral Tablet Extended Release 12 Hour","12 HR Oxymorphone Hydrochloride 40 MG Extended Release Oral Tablet [Opana]"
100,"Oracea 40 MG Oral Capsule Delayed Release","Doxycycline 40 MG Delayed Release Oral Capsule [Oracea]"
100,"Ortho Micronor 0.35 MG Oral Tablet","{28 (Norethindrone 0.35 MG Oral Tablet) } Pack [Ortho Micronor 28 Day]"
100,"Oxaprozin 600 MG Oral Tablet","oxaprozin 600 MG Oral Tablet"
100,"OXcarbazepine 150 MG Oral Tablet","oxcarbazepine 150 MG Oral Tablet"
100,"OXcarbazepine 300 MG Oral Tablet","oxcarbazepine 300 MG Oral Tablet"
100,"OXcarbazepine 300 MG/5ML Oral Suspension","oxcarbazepine 60 MG/ML Oral Suspension"
100,"OXcarbazepine 600 MG Oral Tablet","oxcarbazepine 600 MG Oral Tablet"
100,"Oxybutynin Chloride 10 MG Oral Tablet Extended Release 24 Hour","24 HR Oxybutynin chloride 10 MG Extended Release Oral Tablet"
100,"Oxybutynin Chloride 15 MG Oral Tablet Extended Release 24 Hour","24 HR Oxybutynin chloride 15 MG Extended Release Oral Tablet"
100,"Oxybutynin Chloride 5 MG Oral Tablet","Oxybutynin chloride 5 MG Oral Tablet"
100,"Oxybutynin Chloride 5 MG Oral Tablet Extended Release 24 Hour","24 HR Oxybutynin chloride 5 MG Extended Release Oral Tablet"
100,"Oxybutynin Chloride 5 MG/5ML Oral Syrup","Oxybutynin chloride 1 MG/ML Oral Solution"
100,"OxyCONTIN 40 MG Oral Tablet Extended Release 12 Hour","12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]"
100,"Oxygen","Oxygen"
100,"Oxymetazoline HCl 0.05 % Nasal Solution","Oxymetazoline hydrochloride 0.5 MG/ML Nasal Solution"
100,"Pacerone 200 MG Oral Tablet","Amiodarone hydrochloride 200 MG Oral Tablet [Pacerone]"
100,"Pantoprazole Sodium 20 MG Oral Tablet Delayed Release","pantoprazole 20 MG Delayed Release Oral Tablet"
100,"Pantoprazole Sodium 40 MG Oral Tablet Delayed Release","pantoprazole 40 MG Delayed Release Oral Tablet"
100,"PARoxetine HCl 10 MG Oral Tablet","Paroxetine 10 MG Oral Tablet"
100,"PARoxetine HCl 20 MG Oral Tablet","Paroxetine 20 MG Oral Tablet"
100,"PARoxetine HCl 25 MG Oral Tablet Extended Release 24 Hour","Paroxetine 25 MG Extended Release Oral Tablet"
100,"PARoxetine HCl 30 MG Oral Tablet","Paroxetine 30 MG Oral Tablet"
100,"PARoxetine HCl 40 MG Oral Tablet","Paroxetine 40 MG Oral Tablet"
100,"Pataday 0.2 % Ophthalmic Solution","olopatadine 2 MG/ML Ophthalmic Solution [Pataday]"
100,"Patanol 0.1 % Ophthalmic Solution","olopatadine 1 MG/ML Ophthalmic Solution [Patanol]"
100,"Paxil 10 MG Oral Tablet","Paroxetine 10 MG Oral Tablet [Paxil]"
100,"Paxil 30 MG Oral Tablet","Paroxetine 30 MG Oral Tablet [Paxil]"
100,"Penicillin V Potassium 250 MG Oral Tablet","Penicillin V Potassium 250 MG Oral Tablet"
100,"Penicillin V Potassium 500 MG Oral Tablet","Penicillin V Potassium 500 MG Oral Tablet"
100,"Pentasa 500 MG Oral Capsule Extended Release","mesalamine 500 MG Extended Release Oral Capsule [Pentasa]"
100,"Perindopril Erbumine 4 MG Oral Tablet","Perindopril Erbumine 4 MG Oral Tablet"
100,"Perphenazine 16 MG Oral Tablet","Perphenazine 16 MG Oral Tablet"
100,"Phenadoz 12.5 MG Rectal Suppository","Promethazine Hydrochloride 12.5 MG Rectal Suppository [Phenadoz]"
100,"Phenadoz 25 MG Rectal Suppository","Promethazine Hydrochloride 25 MG Rectal Suppository [Phenadoz]"
100,"Phenazopyridine HCl 100 MG Oral Tablet","Phenazopyridine hydrochloride 100 MG Oral Tablet"
100,"Phenazopyridine HCl 200 MG Oral Tablet","Phenazopyridine hydrochloride 200 MG Oral Tablet"
100,"PHENobarbital 100 MG Oral Tablet","Phenobarbital 100 MG Oral Tablet"
100,"PHENobarbital 15 MG Oral Tablet","Phenobarbital 15 MG Oral Tablet"
100,"PHENobarbital 20 MG/5ML Oral Elixir","Phenobarbital 4 MG/ML Oral Solution"
100,"PHENobarbital 30 MG Oral Tablet","Phenobarbital 30 MG Oral Tablet"
100,"PHENobarbital 32.4 MG Oral Tablet","Phenobarbital 32.4 MG Oral Tablet"
100,"PHENobarbital 60 MG Oral Tablet","Phenobarbital 60 MG Oral Tablet"
100,"PHENobarbital 64.8 MG Oral Tablet","Phenobarbital 64.8 MG Oral Tablet"
100,"PHENobarbital 97.2 MG Oral Tablet","Phenobarbital 97.2 MG Oral Tablet"
100,"Phentermine HCl 37.5 MG Oral Tablet","Phentermine Hydrochloride 37.5 MG Oral Tablet"
100,"Phenytoin 125 MG/5ML Oral Suspension","Phenytoin 25 MG/ML Oral Suspension"
100,"Phenytoin Sodium Extended 100 MG Oral Capsule","Phenytoin sodium 100 MG Extended Release Oral Capsule"
100,"Phenytoin Sodium Extended 200 MG Oral Capsule","Phenytoin sodium 200 MG Extended Release Oral Capsule"
100,"Pilocarpine HCl 5 MG Oral Tablet","Pilocarpine Hydrochloride 5 MG Oral Tablet"
100,"Pilocarpine HCl 7.5 MG Oral Tablet","Pilocarpine Hydrochloride 7.5 MG Oral Tablet"
100,"Piroxicam 10 MG Oral Capsule","Piroxicam 10 MG Oral Capsule"
100,"Piroxicam 20 MG Oral Capsule","Piroxicam 20 MG Oral Capsule"
100,"Plaquenil 200 MG Oral Tablet","Hydroxychloroquine Sulfate 200 MG Oral Tablet [Plaquenil]"
100,"Plavix 75 MG Oral Tablet","clopidogrel 75 MG Oral Tablet [Plavix]"
100,"Polymyxin B-Trimethoprim 10000-0.1 UNIT/ML-% Ophthalmic Solution","Polymyxin B 10000 UNT/ML / Trimethoprim 1 MG/ML Ophthalmic Solution"
100,"Ponstel 250 MG Oral Capsule","Mefenamic Acid 250 MG Oral Capsule [Ponstel]"
100,"Potassium Chloride 20 MEQ/15ML (10%) Oral Liquid","Potassium Chloride 1.33 MEQ/ML Oral Solution"
100,"Potassium Citrate 10 MEQ (1080 MG) Oral Tablet Extended Release","potassium citrate 10 MEQ Extended Release Oral Tablet"
100,"Potassium Citrate 5 MEQ (540 MG) Oral Tablet Extended Release","potassium citrate 5 MEQ Extended Release Oral Tablet"
100,"Pradaxa 150 MG Oral Capsule","dabigatran etexilate 150 MG Oral Capsule [Pradaxa]"
100,"Pradaxa 75 MG Oral Capsule","dabigatran etexilate 75 MG Oral Capsule [Pradaxa]"
100,"Pramipexole Dihydrochloride 0.125 MG Oral Tablet","Pramipexole dihydrochloride 0.125 MG Oral Tablet"
100,"Pramipexole Dihydrochloride 0.25 MG Oral Tablet","Pramipexole dihydrochloride 0.25 MG Oral Tablet"
100,"Pramipexole Dihydrochloride 0.5 MG Oral Tablet","Pramipexole dihydrochloride 0.5 MG Oral Tablet"
100,"Pramipexole Dihydrochloride 0.75 MG Oral Tablet","Pramipexole dihydrochloride 0.75 MG Oral Tablet"
100,"Pramipexole Dihydrochloride 1 MG Oral Tablet","Pramipexole dihydrochloride 1 MG Oral Tablet"
100,"Pramipexole Dihydrochloride 1.5 MG Oral Tablet","Pramipexole dihydrochloride 1.5 MG Oral Tablet"
100,"Pramoxine HCl 1 % Rectal Foam","Pramoxine hydrochloride 10 MG/ML Rectal Foam"
100,"Prandin 0.5 MG Oral Tablet","repaglinide 0.5 MG Oral Tablet [Prandin]"
100,"Prandin 1 MG Oral Tablet","repaglinide 1 MG Oral Tablet [Prandin]"
100,"Prandin 2 MG Oral Tablet","repaglinide 2 MG Oral Tablet [Prandin]"
100,"Pravachol 40 MG Oral Tablet","Pravastatin Sodium 40 MG Oral Tablet [Pravachol]"
100,"Pravastatin Sodium 10 MG Oral Tablet","Pravastatin Sodium 10 MG Oral Tablet"
100,"Pravastatin Sodium 20 MG Oral Tablet","Pravastatin Sodium 20 MG Oral Tablet"
100,"Pravastatin Sodium 40 MG Oral Tablet","Pravastatin Sodium 40 MG Oral Tablet"
100,"Pravastatin Sodium 80 MG Oral Tablet","Pravastatin Sodium 80 MG Oral Tablet"
100,"Prazosin HCl 1 MG Oral Capsule","Prazosin 1 MG Oral Capsule"
100,"PrednisoLONE 15 MG/5ML Oral Solution","prednisolone 3 MG/ML Oral Solution"
100,"PrednisoLONE 15 MG/5ML Oral Syrup","prednisolone 3 MG/ML Oral Solution"
100,"PrednisoLONE Sodium Phosphate 15 MG/5ML Oral Solution","prednisolone 3 MG/ML Oral Solution"
100,"PredniSONE 1 MG Oral Tablet","Prednisone 1 MG Oral Tablet"
100,"PredniSONE 20 MG Oral Tablet","Prednisone 20 MG Oral Tablet"
100,"PredniSONE 5 MG/5ML Oral Solution","Prednisone 1 MG/ML Oral Solution"
100,"PredniSONE 50 MG Oral Tablet","Prednisone 50 MG Oral Tablet"
100,"Premarin 0.3 MG Oral Tablet","Estrogens, Conjugated (USP) 0.3 MG Oral Tablet [Premarin]"
100,"Premarin 0.45 MG Oral Tablet","Estrogens, Conjugated (USP) 0.45 MG Oral Tablet [Premarin]"
100,"Premarin 0.625 MG Oral Tablet","Estrogens, Conjugated (USP) 0.625 MG Oral Tablet [Premarin]"
100,"Premarin 0.625 MG/GM Vaginal Cream","Estrogens, Conjugated (USP) 0.625 MG/ML Vaginal Cream [Premarin]"
100,"Premarin 0.9 MG Oral Tablet","Estrogens, Conjugated (USP) 0.9 MG Oral Tablet [Premarin]"
100,"Premarin 1.25 MG Oral Tablet","Estrogens, Conjugated (USP) 1.25 MG Oral Tablet [Premarin]"
100,"Preparation H 0.25-3-14-71.9 % Rectal Ointment","Mineral Oil 0.14 MG/MG / Petrolatum 0.719 MG/MG / Phenylephrine Hydrochloride 0.0025 MG/MG / Shark liver oil 0.03 MG/MG Rectal Ointment [Preparation H]"
100,"Prevacid","Prevacid"
100,"Prevacid 30 MG Oral Capsule Delayed Release","lansoprazole 30 MG Delayed Release Oral Capsule [Prevacid]"
100,"Prezista 400 MG Oral Tablet","darunavir 400 MG Oral Tablet [Prezista]"
100,"Prezista 600 MG Oral Tablet","darunavir 600 MG Oral Tablet [Prezista]"
100,"PriLOSEC OTC 20 MG Oral Tablet Delayed Release","Omeprazole 20 MG Delayed Release Oral Tablet [Prilosec]"
100,"Primidone 50 MG Oral Tablet","Primidone 50 MG Oral Tablet"
100,"Pristiq 100 MG Oral Tablet Extended Release 24 Hour","24 HR Desvenlafaxine 100 MG Extended Release Oral Tablet [Pristiq]"
100,"Pristiq 50 MG Oral Tablet Extended Release 24 Hour","24 HR Desvenlafaxine 50 MG Extended Release Oral Tablet [Pristiq]"
100,"Probenecid 500 MG Oral Tablet","Probenecid 500 MG Oral Tablet"
100,"Procardia XL 30 MG Oral Tablet Extended Release 24 Hour","24 HR Nifedipine 30 MG Extended Release Oral Tablet [Procardia]"
100,"ProCentra 5 MG/5ML Oral Solution","Dextroamphetamine Sulfate 1 MG/ML Oral Solution [ProCentra]"
100,"Prochlorperazine Maleate 10 MG Oral Tablet","Prochlorperazine 10 MG Oral Tablet"
100,"Procrit 10000 UNIT/ML Injection Solution","Epoetin Alfa 10000 UNT/ML Injectable Solution [Procrit]"
100,"Procrit 20000 UNIT/ML Injection Solution","Epoetin Alfa 20000 UNT/ML Injectable Solution [Procrit]"
100,"Proctocream HC 2.5 % Rectal Cream","Hydrocortisone 25 MG/ML Rectal Cream [Proctocream]"
100,"Proctofoam HC 1-1 % Rectal Foam","hydrocortisone acetate 10 MG/ML / Pramoxine hydrochloride 10 MG/ML Rectal Foam [Proctofoam-HC]"
100,"Proctosol HC 2.5 % Rectal Cream","Hydrocortisone 25 MG/ML Rectal Cream [Proctosol]"
100,"Progesterone 50 MG/ML Intramuscular Oil","Progesterone 50 MG/ML Injectable Solution"
100,"Proglycem 50 MG/ML Oral Suspension","Diazoxide 50 MG/ML Oral Suspension [Proglycem]"
100,"Prolia 60 MG/ML Subcutaneous Solution","1 ML denosumab 60 MG/ML Prefilled Syringe [Prolia]"
100,"Promethazine HCl 12.5 MG Oral Tablet","Promethazine Hydrochloride 12.5 MG Oral Tablet"
100,"Promethazine HCl 12.5 MG Rectal Suppository","Promethazine Hydrochloride 12.5 MG Rectal Suppository"
100,"Promethazine HCl 25 MG Oral Tablet","Promethazine Hydrochloride 25 MG Oral Tablet"
100,"Promethazine HCl 25 MG Rectal Suppository","Promethazine Hydrochloride 25 MG Rectal Suppository"
100,"Promethazine HCl 25 MG/ML Injection Solution","Promethazine Hydrochloride 25 MG/ML Injectable Solution"
100,"Prometrium 100 MG Oral Capsule","Progesterone 100 MG Oral Capsule [Prometrium]"
100,"Prometrium 200 MG Oral Capsule","Progesterone 200 MG Oral Capsule [Prometrium]"
100,"Propafenone HCl 150 MG Oral Tablet","Propafenone Hydrochloride 150 MG Oral Tablet"
100,"Propafenone HCl 225 MG Oral Tablet","Propafenone Hydrochloride 225 MG Oral Tablet"
100,"Propafenone HCl 300 MG Oral Tablet","Propafenone Hydrochloride 300 MG Oral Tablet"
100,"Propecia 1 MG Oral Tablet","Finasteride 1 MG Oral Tablet [Propecia]"
100,"Propranolol HCl 10 MG Oral Tablet","Propranolol Hydrochloride 10 MG Oral Tablet"
100,"Propranolol HCl 20 MG Oral Tablet","Propranolol Hydrochloride 20 MG Oral Tablet"
100,"Propranolol HCl 20 MG/5ML Oral Solution","Propranolol Hydrochloride 4 MG/ML Oral Solution"
100,"Propranolol HCl 40 MG Oral Tablet","Propranolol Hydrochloride 40 MG Oral Tablet"
100,"Propranolol HCl 60 MG Oral Tablet","Propranolol Hydrochloride 60 MG Oral Tablet"
100,"Propranolol HCl 80 MG Oral Tablet","Propranolol Hydrochloride 80 MG Oral Tablet"
100,"Propylthiouracil 50 MG Oral Tablet","Propylthiouracil 50 MG Oral Tablet"
100,"Protonix 40 MG Oral Tablet Delayed Release","pantoprazole 40 MG Delayed Release Oral Tablet [Protonix]"
100,"Provera 10 MG Oral Tablet","medroxyprogesterone acetate 10 MG Oral Tablet [Provera]"
100,"Provigil 100 MG Oral Tablet","modafinil 100 MG Oral Tablet [Provigil]"
100,"Provigil 200 MG Oral Tablet","modafinil 200 MG Oral Tablet [Provigil]"
100,"PROzac 20 MG Oral Capsule","Fluoxetine 20 MG Oral Capsule [Prozac]"
100,"PROzac 40 MG Oral Capsule","Fluoxetine 40 MG Oral Capsule [Prozac]"
100,"Pulmozyme 1 MG/ML Inhalation Solution","Dornase Alfa 1 MG/ML Inhalant Solution [Pulmozyme]"
100,"Pyrazinamide 500 MG Oral Tablet","Pyrazinamide 500 MG Oral Tablet"
